"Artist Name";"Net Revenue"
"Немое Солнце";3.590822032081998
oktawa;3.551181119132000
shameless;3.478202388171000
"on1t, Nanami";3.238943655657999
s6yxt1boyyy;3.226004665022000
"destroy sally, litepurB;D";3.081174365006000
minayo;3.063734424280000
"GODZHATOV, D.Rayd";3.044893394218000
"DELFIKSTAF, OKTAWA";2.906830979047000
"BULAT, MC Politach";2.902941142950999
Paskeka;2.864037618110000
"lunsage, hori";2.814176731617000
BDT;2.799971659346999
preziklil;2.780428219982000
"rockluv, lil fruity";2.752989003007000
"DELFIKSTAF, MXFFXN";2.752211773820000
D.Rayd;2.716846163326000
"Scruffy Devil, shudloger";2.708999850740999
"nipa regret, kannoe";2.611200314412000
"D'Vorah, щкёрт";2.581765685293000
"Слимак, Diabllic, hpbloo";2.535737423731000
"LiLEmpty, EeAaZzYy";2.534584975077000
"Yaggi, ILUV, CBmainer";2.401448327865000
"destroy sally, Yukisoru";2.285674910273000
"GODZHATOV, Sunlimoon";2.236721459971000
"STARLEAN, щкёрт";2.167542531916000
"nipa regret";2.142295918505000
"Paskeka, Obscurity";2.137641834290000
Guess;2.127466845327000
STARLEAN;2.092031127195000
sqwezbaby!;2.061797010550000
legrinn;1.971890077311000
"LIXY, ENGY";1.959161308721000
"frommee, frayu0";1.925716801660000
asiminatsuki;1.847164166562000
CBmainer;1.740158118415000
"19 o'clock, щкёрт";1.710753110226000
"Yaggi, ILUV";1.700949639052000
Drunkendogs;1.699866793844000
"тенда, kweetee";1.666386076065000
"Flicher, smart punk";1.656865056377000
"Holaboy, PUL$AR!";1.557363809173000
"yungkriket, molodoyeblan";1.545030515167000
"LALLLEK, .youngfox";1.517607194624000
evee;1.406829446622000
"Minayo, Vano Noir";1.304825959414000
"PUL$AR!, on1t";1.250918637742000
akiraku;1.224142145349000
GUESS;1.198383499302000
Yatokora;1.093187584353000
"BULAT, DOLLARDOLLY";1.074531368747000
hirukv;1.010415912234000
"destroy sally, beQUITE";0.990540020937000
"ILUV, Yaggi";0.981495538181000
"destroy sally, tarab, maryy";0.972505977014000
qurial;0.929299152680000
"Sidi Bang";0.918879927501000
Mesha;0.906576620202000
JAVELIN;0.894454958476000
"BULAT, LYAX";0.881176517179000
ruri;0.830878679618000
"PUL$AR!, E$Kiev";0.830803832471000
kimey;0.800225826978000
Virginw0lk;0.768238731695000
onq;0.738778866153000
OQWEED;0.687665991688000
bezdxrnost;0.664012884039000
"деформация воспоминаний";0.662560571096000
yordaa;0.585162948526000
soyya;0.497940508910000
"LALLLEK, taida.dmg";0.452654421689000
ILUV;0.431934119934000
Тiшайший;0.422241390783000
kissmychopa;0.421848430790000
"portxlpng, deadrose$";0.402178998418000
"КВЭЛ, венди";0.392037554152000
LiLEmpty;0.341729345672000
дэмка;0.337399478983000
"фэтби, YOUNG KIT";0.322452036169000
USHI04;0.311391327044000
венди;0.307627337963000
disa;0.294269928128000
hydra;0.293645543854000
"YNG ShadoW";0.282164724410000
warsy!;0.267433150571000
щкёрт;0.209575468234000
дисторшн;0.208310163685000
"PLUGG&SAD, клайд";0.179205884646000
exbeloved;0.160570059345000
awful;0.159697216267000
Mauve!;0.142405895893000
qiw1;0.114513743188000
ambientears;0.047818502821000
quell;0.042340586070000
androidletsgo375;0.022399925347000
yungxclub!;0.021836709483000
PHEONSHY;0.012907177443000
YANKI;0.010677352935000
Kyrusibir1;0.006378803538000
kiddxguarden;0.004515295581000
ЯросLove;0.004211470669000
"MAY DIE";-0.000685466375000
aokigahara;-0.010907086730000
"MAY DIE, Джокес";-0.020031276441000
zums;-0.136291662649000
"Hxxic999, aokigahara, zums";-0.849375152716000
Hxxic999;-3.369993825284000
