"Artist Name";"Net Revenue"
"тенденция, морали нет";19729.058022436263855
"SWA EMPIRE";9958.789607651780898
angelgrind;8469.762743680203130
тенденция;7566.054770541064499
whited0lly.exe;7006.223008162654878
"SEMPAI, Wyzzi";6652.597458567886861
виесван;3290.468430468007682
cawabang;3006.993266479091290
athysue;1972.635192277910619
gwenn;1505.442912272014155
SEMPAI;1029.918526809871764
6wounds;1005.330011768548275
OMORIKUN;787.023210557774291
JOLLYMATE;779.110983560004001
"athysue, w0rsty";729.873152685284026
maryy;706.775436334033543
"breakfall, angelgrind";583.666107838055723
"Goth Angel";582.901004078014807
"athysue, kweetee";578.405592275712365
Yukisoru;484.772955104029052
"cawabang, gwenn";484.458118137423014
"PSYCHOKID, Dacdplays";447.298862612095377
"Schizophrenic, PSYCHOKID";428.633600907546167
"frommee, oyrhh";394.941821588135667
"maryy, oukoo";382.405537332039160
"athysue, maryy";379.232210551217179
"maryy, tab1a, di4umi, Финнкун, oukoo, frommee, Yukisoru, oyrhh";373.186840680426087
"whited0lly.exe, Cherry Emotional";348.032793792009159
"evacry, 3umph";345.032242802423809
"athysue, seph";302.676392089691149
"виесван, YELLOW.Eyes";288.130557032534000
"OMORIKUN, feeble";286.420048010428900
"on1t, t1de";244.958567817550971
глеб;225.028222012957031
"GlookiPail, Мирби";217.360948356607111
"wheremycurly, hayase";209.222578609354002
"Yukisoru, athysue";202.181320662353045
oukoo;198.904032755163001
PSYCHOKID;181.470506308115006
"Yukisoru, oukoo";170.059041258233009
"w0rsty, athysue";162.288795644211035
"athysue, may";160.081066901271925
romanastasi;150.484285228086975
YELLOW.Eyes;150.178035836846931
on1t;149.936141381814053
"destroy sally";141.039251846046966
"maryy, athysue, w0rsty";118.231020532920013
"виесван, PERSONAL ANIMOSITY";116.785701849192975
"Hishinar, SpeeKi";110.697371536339006
"Ecsta, SEMPAI";105.962413272484937
SXNDERMXDE;95.996779931388033
"athysue, tarab";95.946129609032980
XFOURSE;93.569386130219030
"SWA EMPIRE, флорá";91.030317492715028
"athysue, сумка33";90.585629266984952
"maryy, Yukisoru, di4umi";88.439140469285036
GlookiPail;86.373604406523000
Mandree;85.190759366492046
"on1t, t1de, setinai";81.018129540502997
"DRUGPY, oxidative";78.328794920967994
"tomoe may cry";75.076135984457011
"YELLOW.Eyes, виесван";72.990986649706983
"лил чича";72.658115592643995
LALLLEK;69.505682714637032
Hishinar;68.590689689154971
onwq;65.662609404407959
hayase;62.782897480585014
"Avenue Star, Ecsta";60.625666159021996
"AlwaysAlone, Sencho";59.856011194593982
"МОЛОДОЙ ПАКЕТ";58.449799953353015
"Yukisoru, di4umi";56.436214321070992
di4umi;56.156045559728994
"Hustle Kali";56.057954978709013
DELFIKSTAF;55.178471699277004
"лил чича, тонси";54.685049433748006
"SEMPAI, Ecsta";52.473918206828998
DELFAUX;51.319123849355975
"экстра!, щкёрт";47.944636873220063
Tayfall;46.813111644768995
"kweetee, athysue";45.957320592545990
VADIX;45.118546213820011
"maryy, w0rsty";34.315224007436996
"athysue, bywho";34.025712692871004
"onwq, kweetee";33.419678455566995
"syndrome, kaourtney";32.866430362785003
"DELFIKSTAF, UMSY";30.478006884804007
GODZHATOV;30.203995846526002
"Ecsta, SEMPAI, Wyzzi";29.754364934422004
"Concolor Area";29.515153914235004
"senCA, nt4lone, zeromandia";28.042576962486002
Wyzzi;27.648362226296989
Yuppe;26.698128753464005
BLIXOT;26.194425948103007
"VIRGIN 4EVER, Kinnashi";26.049855824025006
"лил чича, тонси, ИНФИ, тенда";25.549688939362998
"RS Glizzy";25.492771246037002
BULAT;24.584930210941003
колпак;24.532945987832012
"maryy, Финнкун";24.391812658698996
nxrthwest;24.129819374440999
babybonov;23.803783964392004
"bio, zeromandia, tarab";23.252371467687002
"лил чича, иса, ИНФИ";22.944643043409009
"VADIX, щкёрт";22.505577914660996
Zerix;20.857883385444008
"LALLLEK, never die";20.726329762774000
qqdie;19.812450510720996
Nanami;19.200697141735990
"tab1a, di4umi, oukoo, Yukisoru, maryy";19.163893627431005
тенда;18.259436802298996
"AlwaysAlone, Sencho, Жан Робер";17.725930592620003
"тёма дарки";17.619210946631995
"maryy, di4umi";17.086516494337989
ARTEX;16.841663869619001
слипи;16.628688280016000
"мёртвый идол";16.174095616245999
"DELFIKSTAF, dekma";15.548073320511000
"kannoe, nipa regret, on1t";15.502756867477999
Louxcie;14.991831204440002
"МОЛОДОЙ ПАКЕТ, devins0ul";14.782347222264001
ЯросL#ve;14.508962517945003
"лил чича, ИНФИ";14.506512671553999
"SXNDERMXDE, Enument";14.261286321041998
"LALLLEK, нольдва";14.131506874498999
"VIRGIN 4EVER";14.101490769065002
"лил чича, тенда";13.972624540955000
"Wyzzi, SEMPAI";13.955783656088000
ukrxp;13.779280336051004
kittykeylon;13.572447096587000
ИНФИ;13.293200672720005
"Noxero, daybloom";12.879128655825001
"evee, gloss";12.803588143758002
SADBOI;12.407165787146003
"derty, Paskeka";12.052426420008000
"oukoo, frommee";12.025374419456998
"SXNDERMXDE, TW1XX";11.845147666226000
SOBERBO1;11.789334368545996
"nipa regret, kannoe, onokami";11.781987734461000
"onwq, Yukisoru";11.630620327086000
XAGAL;11.494712605746001
"SXNDERMXDE, unnic0rn";11.305229176364001
EmDzZzIk;11.257381397852003
"МОЛОДОЙ ПАКЕТ, YELLOW.Eyes";11.192271151943000
lunsage;11.020798065556999
"sunschn, warsy!";11.008787380392997
"maryy, тенда, kweetee";10.654564340861002
"romanastasi, mmmyth";10.615238695021000
02code;9.949184806997007
LEEPWAY;9.868405162233998
"AlwaysAlone, Sencho, reuzy";9.741483254021999
"МОЛОДОЙ ПАКЕТ, supb0ii";9.435524265233001
Dimian;9.297358678033998
SadBoi;9.197510238494001
"frommee, maryy";9.041298770227000
tab1a;9.037852131771000
Beseane;8.960302917221000
"Они Убили Кенни!";8.882884827360998
"Clxudboy, .youngfox";8.672278772685001
"Goth Angel, Dид";8.593685304580998
"Ecsta, legrinn";8.309891033769999
DE$TROFIK;8.203791529527999
whoisnewell;8.079521808262003
mesha;7.635700895845000
Kolpachello;7.515228092460003
Noxero;7.397184263564999
"onwq, oukoo";7.371027842843000
тонси;7.340590351041000
"onwq, destroy sally";7.083005223415000
"AlwaysAlone, Sencho, Жан Робер, helllayge, reuzy";6.994191048053000
"Daddy Rozen";6.924351888309997
"Bibi Sihange!";6.696655921161000
"frommee, oukoo";6.553881218718000
"destroy sally, maryy";6.514361061208000
"preziklil, Paskeka, CBmainer";6.426124671525000
"19 o'clock";6.334571909561999
podesne;6.063347050611000
deivo;6.050380121176000
"YELLOW.Eyes, МОЛОДОЙ ПАКЕТ";5.731832469529000
"no life";5.608789518240001
KIDRONIN;5.608708407996001
"Devil May Cry";5.536681327748000
"YELLOW.Eyes, whited0lly.exe";5.535758207389999
"CBmainer, Paskeka";5.380162132701002
"on1t, fumiko!";5.288322132975001
"destroy sally, krisalys";5.282762935701999
"Derty, Paskeka";5.251416260010000
frommee;5.222218024775000
"destroy sally, onwq";5.104165445157001
stupidaxou;5.050706516389999
"SXNDERMXDE, on1t";5.050276952323999
Clxudboy;4.985145357440000
wwhouu;4.928081888876000
"Yuppe, Clout Chazer, Xtaozii, Воздух";4.904480247027999
oyrhh;4.259228862088000
фэтби;4.245818543047999
"Yuppe, Xtaozii";4.215018187098999
"agata.purl, lunsage";3.862984794757000
"CBmainer, Paskeka, sKer1T";3.629277643088000
"oukoo, maryy";3.620627363270000
AlwaysAlone;3.613495194868000
"unsync, Astaroth";3.594163683645999
