"Artist Name";"Net Revenue"
"romanastasi, mmmyth";19.623433672425996
"kannoe, nipa regret, on1t";19.477256774569003
"PLUGG&SAD, клайд";19.013336792426003
whoisnewell;18.889355720735001
"bio, zeromandia, tarab";17.890429237566000
XAGAL;16.785943641418005
podesne;16.639131262194006
"Devil May Cry";16.401876185334000
Yukisoru;15.632662299323998
"Paskeka, Obscurity";15.628774086651998
"DELFIKSTAF, OKTAWA";15.485536262597002
s6yxt1boyyy;14.203659799346999
"Yaggi, ILUV";14.200778617909004
"PUL$AR!, on1t";13.985067608220001
DELFAUX;13.455956988838002
"лил чича, тонси";13.168027824191999
тонси;13.099821974526003
EmDzZzIk;12.897950717095000
kittykeylon;12.475960823312004
"YELLOW.Eyes, МОЛОДОЙ ПАКЕТ";12.460618422450001
qqdie;12.053301939554000
"sunschn, warsy!";11.116367178448000
"лил чича, тонси, ИНФИ, тенда";10.981043576264000
BULAT;10.943637002378003
"evee, gloss";10.777265336891002
"Goth Angel, Dид";10.673981097853005
GODZHATOV;10.491110776253006
02code;9.874817646178000
preziklil;9.328452952483000
KIDRONIN;8.838988094335996
"МОЛОДОЙ ПАКЕТ";8.823132717519000
"SXNDERMXDE, unnic0rn";8.742411407467001
"Hustle Kali";8.494865783361000
oyrhh;8.252274297877001
Paskeka;7.826288320305000
"yungkriket, molodoyeblan";7.601995403425999
"on1t, fumiko!";7.530331289107001
"тенда, kweetee";7.417744093357000
CBmainer;7.169467934832001
"nipa regret, kannoe";6.967016005016000
"Немое Солнце";6.932295697359997
sqwezbaby!;6.897253380411000
"on1t, Nanami";6.838016279396999
"LIXY, ENGY";6.531390674978001
фэтби;6.490253292399999
"Bibi Sihange!";5.723500897767001
onq;5.655514098810998
"maryy, тенда, kweetee";5.528972444096000
wwhouu;5.487336342303998
ILUV;5.269969977596999
Clxudboy;5.269063773882001
ukrxp;5.243488260562000
asiminatsuki;5.188202369702000
"Yuppe, Xtaozii";4.932919900495000
"LALLLEK, нольдва";4.923870495431999
STARLEAN;4.872265984900999
"DELFIKSTAF, MXFFXN";4.828125784012000
BDT;4.723031319050000
"ILUV, Yaggi";4.585978483108000
"SXNDERMXDE, Enument";4.152139547212000
DE$TROFIK;4.075593627638999
lunsage;4.054568867845000
"STARLEAN, щкёрт";4.043828730185000
akiraku;4.005070278017000
minayo;3.854397611242000
"maryy, w0rsty";3.704738417766000
D.Rayd;3.688310922561000
Guess;3.466307063146999
"nipa regret";3.453990262025999
"SXNDERMXDE, on1t";3.332039963867999
Kolpachello;3.208358417512000
disa;3.032955179750000
"лил чича, ИНФИ";2.968872844407000
"unsync, Astaroth";2.967194585681000
"Scruffy Devil, shudloger";2.854818315085999
Noxero;2.785282322435000
"VIRGIN 4EVER";2.747206497522000
qurial;2.660265081826000
GUESS;2.656965589577000
"GODZHATOV, Sunlimoon";2.654692798141001
"Flicher, smart punk";2.495492307527000
"GODZHATOV, D.Rayd";2.419624271286999
Yatokora;2.208717080446000
"Yuppe, Clout Chazer, Xtaozii, Воздух";2.126717791751000
"portxlpng, deadrose$";2.103349714507000
"LALLLEK, .youngfox";2.099654938940000
"лил чича, тенда";1.951956588312000
"BULAT, LYAX";1.897308814268000
legrinn;1.804520593438000
shameless;1.792593727661000
"LALLLEK, taida.dmg";1.544483334301000
"Слимак, Diabllic, hpbloo";1.476621488265000
"КВЭЛ, венди";1.434687828833000
"BULAT, MC Politach";1.418615613341000
kimey;1.291953151087000
hydra;1.281750212462000
JAVELIN;1.263306369874000
"Minayo, Vano Noir";1.134403808893000
"YELLOW.Eyes, виесван";1.022950139128000
"PUL$AR!, E$Kiev";1.014706944381000
USHI04;0.911254432357000
Drunkendogs;0.898861442745000
kissmychopa;0.765802834864000
BLIXOT;0.756707524957000
exbeloved;0.754359017970000
венди;0.750997575428000
oktawa;0.735981939773000
DUNKE;0.713780810955000
дисторшн;0.701093826637000
hirukv;0.674541403034000
awful;0.666065306406000
ambientears;0.621887288848000
Yorda;0.621605331956000
"SXNDERMXDE, TW1XX";0.611757225628000
"LiLEmpty, EeAaZzYy";0.537959612285000
"BULAT, DOLLARDOLLY";0.453778646909000
"фэтби, YOUNG KIT";0.443009959070000
Mesha;0.402722859467000
yungxclub!;0.396856557634000
LiLEmpty;0.364963165488000
ruri;0.341754229884000
"Holaboy, PUL$AR!";0.329979453068000
soyya;0.251475407526000
Тiшайший;0.248490799393000
"YNG ShadoW";0.244725790246000
stupidaxou;0.210330152187000
ЯросLove;0.181025136801000
quell;0.114460593480000
щкёрт;0.110751212474000
Mauve!;0.088879104899000
qiw1;0.075399600221000
YANKI;0.021372378218000
kiddxguarden;0.009347236651000
Минайо;-0.183865307048000
"kiddxguarden, QWY1NX";-0.919326535240000
